Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
"James Bay and Northern Quebec Native Claims Settlement Act (S.C. 1976-77, c. 32).",1977.0,Canada,"The present Act approves, gives effect to and declares valid certain agreements between the Grand Council of the Crees (of Quebec), the Northern Quebec Inuit Association, the Government of Quebec la Société d’énergie de la Baie James, la Société de développement de la Baie James, la Commission hydro-électrique de Québec and the Government of Canada and certain other related agreements to which the Government of Canada is a party. For the purpose of the present Act. For the purpose of the Act “Territory” has the meaning assigned to that word by subsection 1.16 of the Agreement. The text consists of 11 sections.",https://www.ecolex.org/details/legislation/james-bay-and-northern-quebec-native-claims-settlement-act-sc-1976-77-c-32-lex-faoc136687/?type=legislation&xsubjects=Mineral+resources&page=3768,"Environment gen., Fisheries, Land & soil, Wild species & ecosystems", Legislation,"Indigenous peoples,Institution,Contract/agreement,Enforcement/compliance,Land tenure,Subdivision of land,Transfer,Ownership,Governance,Collecting/harvesting","Americas, Arctic, ASIA AND THE PACIFIC, East Pacific, North America, North Atlantic",,ECOLEX_Legislation
Land Tax Act.,1977.0,,"This Act, consisting of seven Chapters divided into 59 Articles, concerns the assessment of land value and related tax. The Act provides for the land value tax (Chapter 2), the agricultural land tax (Part 3) and land value increment tax (Chapter 4), the tax collection procedure (Chapter 5), and for offences and penalties (Chapter 6).",https://www.ecolex.org/details/legislation/land-tax-act-lex-faoc167585/?type=legislation&xsubjects=Mineral+resources&page=3768,Land & soil, Legislation,"Land tenure,Land valuation,Tax/levy",,,ECOLEX_Legislation
Land Tax Act(2015).,1977.0,,"This Act, consisting of seven Chapters divided into 59 Articles, concerns the assessment of land value and related tax. The Act provides for the land value tax (Chapter 2), the agricultural land tax (Part 3) and land value increment tax (Chapter 4), the tax collection procedure (Chapter 5), and for offences and penalties (Chapter 6). A few amendments are made to Articles 31-1, 35, and 53  on 1 July 2015 by Presidential Decree No. 10400077091.",https://www.ecolex.org/details/legislation/land-tax-act2015-lex-faoc170218/?type=legislation&xsubjects=Mineral+resources&page=3768,Land & soil, Legislation,"Land tenure,Land valuation,Tax/levy",,,ECOLEX_Legislation
Loi n° 77-11 du 13 juillet 1977 portant réparation et prévention des accidents du travail et des maladies Professionnelles,1977.0,Cameroon,"La présente loi détermine les modalités de réparation et de prévention des accidents du travail et des maladies professionnelles. La couverture et la gestion de ces risques sont confiées à la Caisse Nationale de Prévoyance Sociale. Est considérée comme maladie professionnelle, toute maladie résultant de l’exercice de certaines activités professionnelles. Le lien de causalité existant entre la maladie et l’activité professionnelle est constaté au moyen des présomptions consignées dans les tableaux des maladies professionnelles établis par décret pris après avis de la commission nationale d’hygiène et de sécurité du travail. Tout employeur qui utilise les produits et techniques de travail susceptibles de provoquer des maladies professionnelles visées à l’article 3 paragraphe 2 de la présente loi, est tenu d’en faire la déclaration avant le commencement desdits travaux par lettre recommandée au ministre chargé des questions du travail et de la prévoyance sociale. En vue de l’extension et de la révision des tableaux des maladies professionnelles ainsi que la prévention desdites maladies, obligation est faite aux médecins de déclarer à la Caisse Nationale de Prévoyance Sociale et au ministre chargé des questions du travail toute maladie ayant à leur avis un caractère professionnel, qu’elle soit ou non mentionnée aux tableaux précités. Les médecins d’entreprise transmettent leur déclaration sous couvert de leur employeur avec ampliation au ministre chargé des questions du travail et de la prévoyance sociale. Les médecins autres que ceux d’entreprises la transmettent directement.",https://www.ecolex.org/details/legislation/loi-n-77-11-du-13-juillet-1977-portant-reparation-et-prevention-des-accidents-du-travail-et-des-maladies-professionnelles-lex-faoc198305/?type=legislation&xsubjects=Mineral+resources&page=3768,General, Legislation,"Public health,Social protection,Institution","Africa, AFRICA FAO, Central Africa, North Atlantic",,ECOLEX_Legislation
Loi nº 77-771 sur le contrôle des produits chimiques.,1977.0,France,"Cette loi vise à protéger l'homme et son environnement des risques qui peuvent résulter des substances chimiques. L'article 2 définit le champ d'application de la loi. Le producteur ou importateur d'une substance chimique qui n'a pas fait déjà l'objet d'une mise sur le marché ou qui peut présenter un nouveau danger doit adresser une déclaration, assortie d'un dossier technique, à l'autorité administrative compétente. De même, les producteurs ou importateurs sont tenus d'indiquer les faits nouveaux, découlant soit de l'amélioration des connaissances scientifiques et techniques, soit de l'observation des effets de ces substances et faisant apparaître de nouveaux dangers. L'autorité peut inscrire les substances sur une liste des produits dangereux et soumettre leur fabrication à des fins commerciales ou d'importation aux conditions prévues par l'article 5 de cette loi. Les articles de 10 à 14 fixent les mesures et les sanctions à prendre en cas d'infractions aux dispositions de la loi. Des décrets en Conseil d'Etat fixent les conditions d'application de cette loi.",https://www.ecolex.org/details/legislation/loi-no-77-771-sur-le-controle-des-produits-chimiques-lex-faoc001796/?type=legislation&xsubjects=Mineral+resources&page=3768,Land & soil, Legislation,"Pollution control,Soil pollution/quality,Offences/penalties","Alps, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, North Atlantic, North Sea, North-East Atlantic, Western Europe",,ECOLEX_Legislation
Disposal of Government Land Act.,1977.0,Malta,The present Act makes provision in matter of transfer or grant on any title of immovable property which belongs to or is administered by the Government. The disposal of land belonging to or administered by the Government shall not take place unless such disposal is made as follows: (a) in accordance with a call for tenders; (b) in accordance with a policy applicable to the land proposed to be disposed of and approved by a resolution of the House of Representatives; (c) through a special resolution of the House of Representatives; (d) to a body corporate established by law. Any disposal of land made otherwise than in accordance with these provisions shall be void and null.,https://www.ecolex.org/details/legislation/disposal-of-government-land-act-lex-faoc042028/?type=legislation&xsubjects=Mineral+resources&page=3768,Land & soil, Legislation,"Public land,Transfer","Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, Southern Europe",,ECOLEX_Legislation
Decree No. 1739-77 validating the Regulation on estimated indicators of soil sanitary condition in populated areas.,1977.0,Ukraine,"Estimated indicators of soil sanitary condition in populated areas are intended for doctors of sanitary-epidemiological stations working in the field of hygiene and sanitary protection of soil in populated areas and can be applied in the course of preventive and ongoing sanitary supervision over the soil condition of populated areas. Estimated indicators allow for an objective assessment of the sanitary condition of soil when it is contaminated with organic domestic waste in order to develop sanitary and technical measures for soil rehabilitation. Assessment of the soil sanitary condition in populated areas is based on laboratory quantitative sanitary-chemical, sanitary-bacteriological, sanitary-helminthological and sanitary-entomological indicators.",https://www.ecolex.org/details/legislation/decree-no-1739-77-validating-the-regulation-on-estimated-indicators-of-soil-sanitary-condition-in-populated-areas-lex-faoc196291/?type=legislation&xsubjects=Mineral+resources&page=3769,"Environment gen., Land & soil, Waste & hazardous substances", Regulation,"Soil pollution/quality,Soil rehabilitation,Waste domestic sources,Waste management","Black Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA",,ECOLEX_Legislation
Law implementing the Federal Forestry Act 1975.,1977.0,Austria,"The present Law implements the Federal Forestry Act 1975 (BGBl. No. 440/1975). In particular, the Law deals with division of forests, minimum land division, use of felling concession, limitation of timber extraction, penalties and transitional provisions. The text consists of 15 articles.",https://www.ecolex.org/details/legislation/law-implementing-the-federal-forestry-act-1975-lex-faoc091185/?type=legislation&xsubjects=Mineral+resources&page=3769,Forestry, Legislation,"Forest service/forest officers,Timber,Forestry protection measures,Enforcement/compliance,Authorization/permit,Offences/penalties,Forest management/forest conservation","Alps, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Western Europe",,ECOLEX_Legislation
Ley Nº 21875 - Ley orgánica del Instituto Peruano de Energía Nuclear.,1977.0,Peru,"La presente Ley orgánica del Instituto Peruano de Energía Nuclear (IPEN), determina las funciones y organización del IPEN, que es el encargado de promover, coordinar, controlar, representar y organizar las acciones para el desarrollo de la energía nuclear.",https://www.ecolex.org/details/legislation/ley-no-21875-ley-organica-del-instituto-peruano-de-energia-nuclear-lex-faoc121102/?type=legislation&xsubjects=Mineral+resources&page=3769,Energy, Legislation,"Institution,Energy conservation/energy production,Nuclear energy","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Sanction Order on the Rules and Regulations for the collection of Mipchhi (torch wood).,1977.0,Bhutan,"Felling of pinus rexburghii and pinus excelsa (locally known as Mipcchi) is forbidden and sanctioned: collection is consented only from fallen tress or stumps to Nepalese citizens, holding a permit issued by the Forest Officers. Royalties shall be paid according to the provisions of this Order.",https://www.ecolex.org/details/legislation/sanction-order-on-the-rules-and-regulations-for-the-collection-of-mipchhi-torch-wood-lex-faoc040227/?type=legislation&xsubjects=Mineral+resources&page=3769,Forestry, Regulation,"Fuelwood,Authorization/permit,Timber extraction/logging,Royalties/fees,Forest management/forest conservation","Asia, ASIA AND THE PACIFIC, Landlocked Developing Countries, Least Developed Countries, Southern Asia",,ECOLEX_Legislation
