Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Presidential Decree No. 125/20 establishing the Social Protection Strengthening Programme - Social Monetary Transfers (KWENDA).,2020.0,Angola,"This Presidential Decree establishes the Social Protection Strengthening Programme - Social Monetary Transfers (KWENDA). The Programme aims to implement a temporary, broad social protection system, through the attribution of an income to vulnerable families and their inclusion in activities generating income, as well as strengthening the intervention mechanisms of the National Social Protection System, through institutional, methodological and financial support. This support consists of the financial support object of the Social Monetary Transfers component in the attribution of a fixed monthly income in the amount of 8,500.00 kwanzas to families in situations of vulnerability, being implemented in the eighteen provinces of the country, both in rural and urban areas, over a period of three years, in four distinct phases. The first phase (pilot) being effective in May of year 2020 and the remaining phases from June to December 2020, in 2021 and 2022.",https://www.ecolex.org/details/legislation/presidential-decree-no-12520-establishing-the-social-protection-strengthening-programme-social-monetary-transfers-kwenda-lex-faoc196017/?type=legislation&xsubjects=Mineral+resources&page=100,General, ,"Social protection,Poverty,Integrated management,Less favoured areas,Rural employment,Urban land,Monitoring,Agricultural land","Africa, AFRICA FAO, Central Africa, Least Developed Countries, South Atlantic",This Presidential Decree enters into force on the day of its publication.,ECOLEX_Legislation
"Regulation No. 926 on the prevention of coronavirus disease, Oslo municipality, Oslo",2020.0,Norway,"This Regulation lays down measures for preventing the spreading of Covid-19 in Oslo. Places that serve food can stay open if they comply with basic infection control measures. These measures require that visitors and personnel keep at least 1-meter distance, that routines for good hygiene and cleaning are introduced, and that such routines are followed. Buffet serving is prohibited.",https://www.ecolex.org/details/legislation/regulation-no-926-on-the-prevention-of-coronavirus-disease-oslo-municipality-oslo-lex-faoc194937/?type=legislation&xsubjects=Mineral+resources&page=100,"Food & nutrition, General", Regulation,"Food quality control/food safety,Vending,Hygiene/sanitary procedures","Europe, EUROPE AND CENTRAL ASIA, North Atlantic, North Sea, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
Order No. 27 of the Minister of Justice validating the Regulation on state registration of rights (encumbrances) to immovable property.,2020.0,Kazakhstan,This Order establishes the procedure for state registration of rights (encumbrances) to immovable property by State corporation “Government for citizens”. The applicant must submit application forms contained in the Annexes 1 and 2 to the web-site of electronic government www.egov.kz. After electronic registration of the application state registration of rights (encumbrances) to immovable property shall be provided by the unified notarial information system. In particular state registration of rights (encumbrances) shall be applicable to land plots and in such case must be submitted identification documentation to land plot.,https://www.ecolex.org/details/legislation/order-no-27-of-the-minister-of-justice-validating-the-regulation-on-state-registration-of-rights-encumbrances-to-immovable-property-lex-faoc195426/?type=legislation&xsubjects=Mineral+resources&page=100,Land & soil, Regulation,"Cadastre/land registration,Private land","Aral Sea, Caspian Sea, Central Asia, CIS (Commonwealth of Independent States), EUROPE AND CENTRAL ASIA, Landlocked Developing Countries, North Asia",This Order enters into force within 10 calendar days from the date of its official publication.,ECOLEX_Legislation
Commission Delegated Regulation (EU) 2020/884 derogating in respect of the year 2020 from Delegated Regulation (EU) 2017/891 as regards the fruit and vegetables sector and from Delegated Regulation (EU) 2016/1149 as regards the wine sector in connection with the COVID-19 pandemic.,2020.0,,These provisions lay down some temporary derogations from Delegated Regulation (EU) 2017/891 (fruit and vegetables sector) and from Delegated Regulation (EU) 2016/1149 (wine sector). These derogations aim at preventing the disruption in both sectors for reasons linked to the COVID-19 pandemic. The derogations regard producers’ organizations relating to the fruit and vegetables sector and the wine sector.,https://www.ecolex.org/details/legislation/commission-delegated-regulation-eu-2020884-derogating-in-respect-of-the-year-2020-from-delegated-regulation-eu-2017891-as-regards-the-fruit-and-vegetables-sector-and-from-delegated-regulation-eu-20161149-as-regards-the-wine-sector-in-connection-with-the-covid-19-pandemic-lex-faoc196712/?type=legislation&xsubjects=Mineral+resources&page=100,"Agricultural & rural development, Food & nutrition, Cultivated plants, General", Legislation,"Agricultural commodities,Cooperative/producer organization,Financial agricultural measures,Subsidy/incentive,Vegetables/legumes,Fruits/edible nuts,Viticulture/oenological practices",,,ECOLEX_Legislation
"Administrative Order No. 24, Series of 2020 on Additional Guidelines on the Approval of Sanitary and Phytosanitary Import Clearance (SPS IC) for Meat Commodities.",2020.0,Philippines,"Due to the COVID-19 pandemic which forced the country to impose ECQ, there is now a drastic contraction of demand brought about by the closure of hotels, restaurants and institutions. This resulted to an oversupply of local production which led to the full capacity of Cold Storage Warehouses (CSWs). As CSWs are critical facilities in maintaining freshness and safety of imported meat and meat by-products, additional measures are hereby imposed by the Department to ensure proper cold chain management thereby safeguarding food safety of meat commodities. Additional Requirements in the Approval of SPS ICs are as follows. 1. Aside from the usual documents required by the Bureau of Animal Industry (BAI) in the application of SPS ICs for meat, the following shall also be required from all importers: a) Certificate of Availability of Space of Accredited CSWs; b) Meat Importation Usage Report to ensure the importers have fully utilized their meat imports every year. 2. The documents written in Items 1.a and 1.b shall be issued by the NMIS. 3. Each application of SPS IC for meat should include the documents mentioned in Item 2. 4. Any incomplete requirements in each application of SPS IC shall be rejected by the BAI.",https://www.ecolex.org/details/legislation/administrative-order-no-24-series-of-2020-on-additional-guidelines-on-the-approval-of-sanitary-and-phytosanitary-import-clearance-sps-ic-for-meat-commodities-lex-faoc195600/?type=legislation&xsubjects=Mineral+resources&page=100,"Food & nutrition, General", Regulation,"Policy/planning,Meat,Treated food,Processing/handling,Food quality control/food safety,Internal trade,International trade","Asia, ASIA AND THE PACIFIC, East Asian Seas, North Pacific, South-Eastern Asia",This Order shall take effect immediately and will remain valid until revoked in writing.,ECOLEX_Legislation
Health Act 1947 (Section 31A – Temporary Restrictions) (Covid-19) (Amendment) (No. 2) Regulations 2020 (S.I. No. 153 of 2020).,2020.0,Ireland,These Regulations amend Regulation 2 the Health Act 1947 (Section 31A Temporary Restrictions) (Covid-19) Regulations 2020 (S.I. No. 121 of 2020) to provide that the Regulations shall remain in operation until 18 May 2020. The Regulations also amend Regulation 4(2)(i) to extend the radius referred to there from 2 kilometres to 5 kilometres. The amendment to Regulation 4 will come into effect on 5 May 2020.,https://www.ecolex.org/details/legislation/health-act-1947-section-31a-temporary-restrictions-covid-19-amendment-no-2-regulations-2020-si-no-153-of-2020-lex-faoc194947/?type=legislation&xsubjects=Mineral+resources&page=100,"Agricultural & rural development, Livestock, Energy, Environment gen., Food & nutrition, Fisheries, Forestry, Water, Wild species & ecosystems, Waste & hazardous substances, General", Regulation,"Disasters,Early warning system/emergency intervention system,Public health,Social protection,Energy conservation/energy production,Pollution control,Food security,Internal trade,Vending,Forest management/forest conservation,Animal feed/feedstuffs,Animal production,Waste management,Water supply,Sewerage,Protected area","Atlantic Ocean Islands, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, North Atlantic, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
"Public Health (COVID-19 Prevention, Containment and Treatment) (National Lockdown) (Amendment) Order, 2020 (No. 5 of 2020)",2020.0,Zimbabwe,"This Order amends certain sections of the Public Health (COVID-19 Prevention, Containment and Treatment) (National Lockdown) Order, 2020.",https://www.ecolex.org/details/legislation/public-health-covid-19-prevention-containment-and-treatment-national-lockdown-amendment-order-2020-no-5-of-2020-lex-faoc199608/?type=legislation&xsubjects=Mineral+resources&page=100,General, Regulation,"Disasters,Risk assessment/management","Africa, AFRICA FAO, Eastern Africa, Landlocked Developing Countries",,ECOLEX_Legislation
Directions on the Once-off Movement of Persons (G.N. 482 of 2020).,2020.0,South Africa,"This Direction is issued by the Minister of Cooperative Governance and Traditional Affairs to regulate the once-off movement of persons who were not at their place of residence or work before the lockdown period and who could not travel between provinces during the lockdown, and are permitted on a once-off basis to return to their places of residence or work. This Direction allows a person to move into a place to wait out the Alert Level 4, which greatly restricts the movement of persons. This once-off movement is permitted during the period of 1st May 2020 to 7th May 2020.",https://www.ecolex.org/details/legislation/directions-on-the-once-off-movement-of-persons-gn-482-of-2020-lex-faoc195478/?type=legislation&xsubjects=Mineral+resources&page=100,General, Regulation,"Disasters,Public health,Risk assessment/management","Africa, AFRICA FAO, South Atlantic, Southern Africa",,ECOLEX_Legislation
Orden Ejecutiva Nº 2020-038 - A los fines de extender el toque de queda y establecer otras medidas necesarias para controlar y prevenir el riesgo de contagio con covid-19 en Puerto Rico.,2020.0,Puerto Rico (USA),"En el marco de la implementación de medidas dirigidas a evitar mayores contagios y a salvaguardar la salud de la ciudadanía por la pandemia de Covid 19, la presente Orden extiende el toque de queda (""lockdown"") en Puerto Rico hasta el 25 de Mayo.",https://www.ecolex.org/details/legislation/orden-ejecutiva-no-2020-038-a-los-fines-de-extender-el-toque-de-queda-y-establecer-otras-medidas-necesarias-para-controlar-y-prevenir-el-riesgo-de-contagio-con-covid-19-en-puerto-rico-lex-faoc194974/?type=legislation&xsubjects=Mineral+resources&page=100,"Agricultural & rural development, Food & nutrition, Fisheries, Sea, General", Regulation,"Public health,Processing/handling,Collecting/harvesting,Marine fisheries,Vending,Food security,Beverages,Navigation","Americas, Caribbean, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North Atlantic, Small Island Developing States",,ECOLEX_Legislation
"Presidential Decree No. PP-4700 “On additional measures to ensure food security, sustainable use of available resources and state support for agriculture during coronavirus pandemic.”",2020.0,Uzbekistan,"The President, with a view of the maximum efficient use of available resources and opportunities of agriculture, doubling of food crops, achieving high harvest, the introduction of modern approaches to creating new jobs and increasing interest in the agricultural sector in the face of the risk of a shortage of food products in the world, decrees to introduce the following procedure for providing the population on preferential terms of land withdrawn from circulation and land with reserves of groundwater, in order to put them into circulation and produce agricultural commodities: (a)  local government establishes technical and financial indicators of water supply, electricity supply and implementation of water-saving technologies on land by drilling wells and restoration of irrigation networks with the identification of contractors for the performance of these works on a competitive basis; (b) local government shall lease land plots introduced in turnover, primarily to families in need of social protection and low-income families with knowledge and skills in agriculture for smallholding up to 1 hectare and, as an exception, for up to 10 years or, as an experiment, granting business entities the right to lease up to 5 hectares of land areas for up to 10 years on the basis of an electronic auction with the condition of prepayment of all expenses; and (c) on the basis of a lease agreement concluded between the initiator and local government, a decision shall be made by the head of local government on the allocation of land areas, envisaging the use on land areas of water-saving technologies, priority planting of potatoes, vegetables, melons, legumes and oilseeds, planting of gardens and vineyards.",https://www.ecolex.org/details/legislation/presidential-decree-no-pp-4700-on-additional-measures-to-ensure-food-security-sustainable-use-of-available-resources-and-state-support-for-agriculture-during-coronavirus-pandemic-lex-faoc196658/?type=legislation&xsubjects=Mineral+resources&page=100,"Agricultural & rural development, Food & nutrition, Land & soil, Water, General", Regulation,"Food security,Rural employment,Public health,Risk assessment/management,Local government,Agricultural commodities,Agricultural land,Smallholders/peasants,Irrigation,Social protection,Viticulture/oenological practices,Vegetables/legumes,Fruits/edible nuts,Oils/oilseeds/fats,Lease,Water supply,Well sinking/boreholes","Aral Sea, Asia, ASIA AND THE PACIFIC, Central Asia, CIS (Commonwealth of Independent States), EUROPE AND CENTRAL ASIA, Landlocked Developing Countries, North Asia",,ECOLEX_Legislation
Updated Nationally Determined Contribution.,2020.0,Rwanda,"This  document  presents  the  Government  of  Rwanda’s  update  of  its  first  Nationally  Determined Contributions (NDCs) for mitigation and adaptation for the period to 2030. The contributions described in this submission build upon Rwanda’s existing NDC, new policies and  national  plans,  and  reflect  subsequent  work  in  developing  quantifiable  mitigation  and adaptation targets, and the prioritization of interventions to support these two areas. The  updated  NDC  represents  a  more  detailed  and  robust  assessment  of  mitigation  and  adaptation measures in Rwanda informed by in-depth analysis, improved information and data, increased ambition, and an extensive stakeholder-driven consultation process. The document deals with both mitigation and adaptation measures to be implemented in a 10-year period by 2030.",https://www.ecolex.org/details/legislation/updated-nationally-determined-contribution-lex-faoc199909/?type=legislation&xsubjects=Mineral+resources&page=100,"Agricultural & rural development, Energy, Environment gen., Food & nutrition, Forestry, Land & soil, Water", ,"Climate change,Disasters,Research,Capacity building,Energy conservation/energy production,Renewable energy,Emissions,Food security,Afforestation/reforestation,Sustainable development,Wetlands,Protection forest,Forest management/forest conservation,Integrated management","Africa, AFRICA FAO, Eastern Africa, Landlocked Developing Countries, Least Developed Countries",2020 - 2030.,ECOLEX_Legislation
Resolución Nº 107-2020-MINAGRI — Disposiciones para la aplicación del Decreto de Urgencia N° 041-2020 que dicta medidas para promover la reactivación de la economía en el sector agricultura y riego.,2020.0,Peru,"La presente Resolución para los fines de la aplicación del Decreto de Urgencia N° 041-2020, toma en cuenta las siguientes medidas: 1) Las Organizaciones de Usuarios de Agua se conformarán en Núcleos Ejecutores. En tal sentido, la Asamblea General la Asamblea General estará conformada por miembros del Consejo Directivo de las Juntas de Usuarios de los sectores hidráulicos y por miembros del Consejo Directivo o representantes de las Comisiones de Usuarios y/o Comités de Usuarios de los subsectores hidráulicos del ámbito de intervención beneficiarias de las actividades de mantenimiento a realizarse; 2) Las Organizaciones de Usuarios de Agua deben contar con el reconocimiento administrativo correspondiente expedido por la Autoridad Nacional del Agua (ANA); 3) Para el caso de las agrupaciones de particulares organizadas que estén o no constituidas como persona jurídica y que tienen en común residir en un mismo ámbito territorial de cualquier categoría de zonas rurales y periurbanas con el objetivo de ejecutar intervenciones, podrán conformar Núcleos Ejecutores para la ejecución de sus intervenciones; 4) Dispóngase que los representantes de los Núcleos Ejecutores serán designados en las Asambleas Generales.",https://www.ecolex.org/details/legislation/resolucion-no-107-2020-minagri-disposiciones-para-la-aplicacion-del-decreto-de-urgencia-n-041-2020-que-dicta-medidas-para-promover-la-reactivacion-de-la-economia-en-el-sector-agricultura-y-riego-lex-faoc200143/?type=legislation&xsubjects=Mineral+resources&page=100,"Agricultural & rural development, Water", Regulation,"Sustainable development,Local government,Financial agricultural measures,Public participation,Community management,Irrigation,Water users' associations,Legal proceedings/administrative proceedings,Water supply,Waterworks","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
